Date,Open,High,Low,Close,Volume,Adj Close
2025-04-30 01:13:18.307703,174.0496558490459,238.65573245754308,141.57413430114025,234.71184900577254,13762779,215.70265462518466
2025-05-01 01:13:18.307703,153.9500097731769,247.15347356535722,148.82548493574436,174.2916415134869,8369954,191.20465763655437
2025-05-02 01:13:18.307703,170.43540374649035,224.05996904606218,155.59794138676557,227.1562311041675,13035731,161.5437667430738
2025-05-03 01:13:18.307703,182.78828780230313,235.42841412108245,156.8214060972259,213.83183128362438,11526140,169.94653239628528
2025-05-04 01:13:18.307703,175.79132798296007,209.5302505311859,142.2233413207411,232.03509233938144,14067522,198.88088264221608
2025-05-05 01:13:18.307703,164.61446503151163,227.94350431688235,171.10819002717022,219.08275767455788,12912903,171.21800087308742
2025-05-06 01:13:18.307703,151.47953402752503,216.33882902775488,143.78838115092478,174.20632395462042,12767956,209.4264091358308
2025-05-07 01:13:18.307703,154.13816869022597,238.2474473927955,174.65447732177637,191.14835975858836,11888978,239.7908569210519
2025-05-08 01:13:18.307703,186.20565703934858,226.07355283909553,187.85516140807033,184.162656861348,8559596,166.50296765138867
2025-05-09 01:13:18.307703,163.9213336110821,213.20863375817925,150.75318837519885,162.7177665594035,13622437,181.54080205134295
2025-05-10 01:13:18.307703,179.12382211193844,226.58722822862833,186.61362303627467,196.48401730726204,12892460,195.38982522945196
2025-05-11 01:13:18.307703,156.59610798768637,203.82936943177748,140.30554517771174,176.71954711680428,10018586,193.6140487699297
2025-05-12 01:13:18.307703,192.08946015068963,241.93094301361887,163.6492609643554,205.9150759255141,7628015,179.68059895837303
2025-05-13 01:13:18.307703,179.954272203348,242.9103582614379,164.1245168076498,239.458989519961,13513552,212.09392686322104
2025-05-14 01:13:18.307703,163.24549499475492,232.12958406157918,173.95706658422927,160.48294768031465,9236397,227.84668571529312
2025-05-15 01:13:18.307703,175.11737746888025,229.2441907018958,184.24654074109583,207.32221804558333,7874647,197.4197083706668
2025-05-16 01:13:18.307703,168.68205203374967,241.1056621721534,148.4671676739732,184.5309996630881,7109327,221.62029005086237
2025-05-17 01:13:18.307703,185.54241184669732,216.82572679136968,182.5733199665358,181.48714349167375,8284150,196.69082870889156
2025-05-18 01:13:18.307703,175.30473404876335,232.78030065449474,167.64016467556746,194.41427885172453,5528732,195.17464453286485
2025-05-19 01:13:18.307703,171.86920862807494,222.84731796527373,182.66640388298802,237.44144762150376,11085284,197.2525293523902
2025-05-20 01:13:18.307703,164.61528043611992,241.07713472293617,170.67141731273068,166.41797627633747,6092986,239.783144658134
2025-05-21 01:13:18.307703,168.86752143589922,246.6069709364248,158.5354824673406,164.79664983544174,13180778,186.1393604299437
2025-05-22 01:13:18.307703,181.80112233431288,233.21353404844484,178.27883480172295,231.79941914369294,12309068,199.6420261482652
2025-05-23 01:13:18.307703,166.832910471648,213.33063616778787,157.34462277166838,162.24794274114123,7039391,181.7845927856989
2025-05-24 01:13:18.307703,153.9740112369902,224.3140800238971,182.82519935779516,230.15725399416561,5038163,225.91959903515703
2025-05-25 01:13:18.307703,156.93182542888354,242.76698631502734,162.3284077768771,233.56801611473134,12763344,183.52416562681134
2025-05-26 01:13:18.307703,164.64986356959497,206.06421460604403,159.65330085333142,165.78943911917014,14593833,175.7718906909898
2025-05-27 01:13:18.307703,164.705169813694,212.43975025320574,146.4495328989035,199.24051348434534,7776977,217.65014965468734
2025-05-28 01:13:18.307703,196.34497532553405,235.5351603751581,145.98142706569797,178.8474748800804,9916724,176.54810848385947
2025-05-29 01:13:18.307703,189.38503086704782,208.48280737767016,149.7880148034977,217.064567078377,12830749,223.2793273645035
2025-05-30 01:13:18.307703,186.55274599910098,215.01128118971081,152.33279792889476,176.22400465252036,9138269,237.6520765729259
2025-05-31 01:13:18.307703,179.29239781630113,240.51762888081444,182.1091694046039,187.20893182244123,7842843,223.22550568424955
2025-06-01 01:13:18.307703,187.1381338105501,226.73405563787625,179.51168221720775,225.2086847173631,5855638,165.50607550648118
2025-06-02 01:13:18.307703,193.48305642679958,244.9504288095576,155.91922812993093,210.54781977420356,5697843,178.89891567362795
2025-06-03 01:13:18.307703,163.4588698937031,236.93342718085222,158.83380248958466,178.59720149313273,6787109,165.5109578943093
2025-06-04 01:13:18.307703,193.52043529530764,200.2537021315732,151.0146709189736,161.9759140689153,14998998,197.95018714987538
2025-06-05 01:13:18.307703,198.9187704508663,227.97482087118095,189.33569658023904,215.68185320595376,13976404,225.84252032502886
2025-06-06 01:13:18.307703,183.40434099157713,244.829503555543,178.4881110254103,192.00895540223428,5338943,209.72677914182225
2025-06-07 01:13:18.307703,198.24321127014642,221.77763278653407,148.56648113927608,224.5105883688785,7214631,160.94611653973476
2025-06-08 01:13:18.307703,166.78822733395828,210.55942976543503,143.72031414384568,213.93278400581704,8370094,212.6969681842998
2025-06-09 01:13:18.307703,199.28804794711814,230.17916192921726,150.64115638416817,229.56524825628964,9738648,204.4173511628559
2025-06-10 01:13:18.307703,189.54046563684108,234.11580526500114,154.16243365571071,161.8872642429241,6130001,181.08203150864244
2025-06-11 01:13:18.307703,175.2760132275579,202.11736197516146,157.88671695989498,180.80458296310482,7128893,230.09629465891845
2025-06-12 01:13:18.307703,157.40313264591276,220.32199431196557,149.6513216094031,161.1751865805226,6262519,212.982746461976
2025-06-13 01:13:18.307703,161.07819951369743,228.4329492030694,162.4700786236598,194.94155804063448,6820172,173.65932460053864
2025-06-14 01:13:18.307703,192.4782110273406,233.76535000137375,151.96773044336243,218.94607609323856,10165720,183.77971546969655
2025-06-15 01:13:18.307703,185.97973337761928,204.88441116695546,184.70781253093057,180.91408628780675,14093926,177.34516210176469
2025-06-16 01:13:18.307703,166.13683535395774,218.3781261339093,170.7410962390403,224.11709610245583,10672614,167.0868884071141
2025-06-17 01:13:18.307703,199.24897744729338,215.59834889059434,166.3967487692672,193.15159241205737,13557384,192.07530510839317
2025-06-18 01:13:18.307703,158.01209067321878,245.80312838917874,160.47001527006552,215.82021589347482,5320613,187.79001966451202
2025-06-19 01:13:18.307703,183.92941384819653,200.59903194687615,155.99554473753466,205.91484109951907,8622536,160.90394734766318
2025-06-20 01:13:18.307703,186.0110479037439,221.77923055247132,179.06147881614422,172.09527040226368,7929724,174.82536129362475
2025-06-21 01:13:18.307703,192.7243975719146,207.7586771908735,179.9742190896205,190.28075206821669,12852276,160.12492959847796
2025-06-22 01:13:18.307703,182.2790746558869,211.48427889402663,171.6833636254697,191.15549213311763,9508961,239.35717238160868
